,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
18,0.5,0.75,0.0,0.6667,0.6667,0.5,0.5,0.6667,0.6667,0.75,0.0,0.5,0.0,0.5,0.6667,0.0,0.0,0.75,0.0,0.75,0.5,0.6667,0.0,0.75,0.6667,0.5,0.25,0.6667,0.6667,0.6667
19,1.0,0.0,1.0,0.3333,0.3333,1.0,1.0,0.3333,0.3333,0.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.0,1.0,0.0,1.0,0.3333,1.0,0.0,0.3333,1.0,1.0,0.3333,0.3333,0.3333
20,0.0,0.5,0.3333,0.3333,0.3333,0.0,0.0,0.3333,0.3333,0.5,0.3333,0.0,0.3333,0.0,0.3333,0.3333,0.3333,0.5,0.3333,0.5,0.0,0.3333,0.3333,0.5,0.3333,0.0,0.5,0.3333,0.3333,0.3333
21,0.5,0.25,0.6667,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.6667,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.25,0.6667,0.25,0.5,0.0,0.6667,0.25,0.0,0.5,0.75,0.0,0.0,0.0
22,0.5,0.75,0.0,0.6667,0.6667,0.5,0.5,0.6667,0.6667,0.75,0.0,0.5,0.0,0.5,0.6667,0.0,0.0,0.75,0.0,0.75,0.5,0.6667,0.0,0.75,0.6667,0.5,0.25,0.6667,0.6667,0.6667
23,1.0,0.0,1.0,0.3333,0.3333,1.0,1.0,0.3333,0.3333,0.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,0.0,1.0,0.0,1.0,0.3333,1.0,0.0,0.3333,1.0,1.0,0.3333,0.3333,0.3333
24,0.5,0.25,0.6667,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.6667,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.25,0.6667,0.25,0.5,0.0,0.6667,0.25,0.0,0.5,0.75,0.0,0.0,0.0
25,0.0,0.5,0.3333,0.3333,0.3333,0.0,0.0,0.3333,0.3333,0.5,0.3333,0.0,0.3333,0.0,0.3333,0.3333,0.3333,0.5,0.3333,0.5,0.0,0.3333,0.3333,0.5,0.3333,0.0,0.5,0.3333,0.3333,0.3333
26,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,0.3333,1.0,1.0,0.3333,0.3333,1.0,0.3333,1.0,1.0,1.0,0.3333,1.0,1.0,1.0,0.0,1.0,1.0,1.0
27,0.5,0.25,0.6667,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.6667,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.25,0.6667,0.25,0.5,0.0,0.6667,0.25,0.0,0.5,0.75,0.0,0.0,0.0
28,0.5,0.25,0.6667,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.6667,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.25,0.6667,0.25,0.5,0.0,0.6667,0.25,0.0,0.5,0.75,0.0,0.0,0.0
29,0.5,0.25,0.6667,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.6667,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.25,0.6667,0.25,0.5,0.0,0.6667,0.25,0.0,0.5,0.75,0.0,0.0,0.0
